layer,unit,explanation,AUC,U1,p,MAD
5,16554,"Neuron 4 primarily activates upon encountering numerical values and points of interest, such as performance metrics or statistics. Once triggered, it generates outputs related to survival, challenges, and other quantitative assessments, indicating a focus on evaluation and measurement in various contexts.",0.4835,5165.0,0.5606258462719326,-0.14879153400197875
5,28636,"this neuron triggers on the letter 'v' and its variations, outputting a wide variety of unrelated terms, indicating a focus on random or less coherent concepts possibly associated with visual elements or fragmented thoughts.",0.4775,5225.0,0.4938601417411973,-0.20153770801974316
5,7238,"the main thing this neuron does is detect the term ""ister,"" which is consistently activated across various contexts, and then outputs related terms that often pertain to familial or sibling concepts, indicating a focus on relational identities.",0.5,5000.0,1.0,0.0
5,31286,"the main thing this neuron does is identify instances of the word ""you"" and its variations, and then outputs various forms of direct address or personal involvement, suggesting a focus on engaging the audience.",0.5,5000.0,1.0,0.0
5,288,"the main thing this neuron does is find phrases or concepts related to various contexts of lines (such as duty, mystery, navigation, and work), and then outputs a diverse range of terms mostly related to intersections, margins, and spatial distinctions.",0.487,5130.0,0.6070460330118466,-0.15364405938930653
5,22011,"the main thing this neuron does is identify mentions of sports teams or games based on the input ""against,"" and it outputs various terms related to locations, events, or sports narratives.",0.47050000000000003,5295.0,0.4298937584182839,-0.2318734286253843
5,17855,"the main thing this neuron does is identify references to ""World War,"" particularly related to the events and implications of World Wars I and II, and then outputs various terms associated with organizations, events, or concepts that could be linked to these wars and their legacy.",0.5,5000.0,1.0,0.0
5,16845,"Neuron 4 primarily activates in response to certain programming structures and error handling phrases, particularly related to command execution and process control. Once triggered, it outputs a mix of terms that tend to include closure or conclusion-related words, interspersed with programming language constructs and abstract concepts.",0.4985,5015.0,0.8668999038035439,-0.04124204361679739
5,26939,"the main thing this neuron does is identify references to specific entities or topics, particularly in academic or technical contexts, and then outputs words related to institutional and organizational concepts, suggesting a focus on educational or scientific discourse.",0.4495,5505.0,0.2910487353169162,-0.2374179809750946
5,30319,"the main thing this neuron does is recognize the term ""lief"" and is triggered by it, leading to outputs that relate to various obscure terms and concepts that may be connected to states of being or conditions, possibly reflecting themes of complexity or transformation.",0.63405,3659.5,5.487933439668678e-06,0.6309464802885214
5,28227,"the main thing this neuron does is identify phrases related to rates or levels, specifically regarding healthcare and societal issues, and then outputs a mix of terms that may reference statistical or comparative contexts, possibly related to costs or the prevalence of certain conditions or behaviors.",0.499,5010.0,0.8930729598349715,-0.04253721351347928
5,330,"the main thing this neuron does is identify phrases related to origins or being from a place, particularly in reference to families or communities, and then outputs terms associated with ancestry, heritage, and genetics.",0.4995,5005.0,0.9282872148296558,-0.03162277874335071
5,16103,"the main thing this neuron does is find instances of unresolved issues or interruptions, particularly in political contexts, and then outputs a diverse array of terms that suggest various forms of disruption or intervention.",0.5,5000.0,1.0,0.0
5,24156,"the main thing this neuron does is find descriptions related to the state or quality of environments, particularly those that are bustling, tense, turbulent, or crowded. When activated, it outputs words that further describe various atmospheric and spatial conditions.",0.4975,5025.0,0.8262064843112343,-0.0598103408193648
10,9814,"the main trigger for this neuron is the word ""reason,"" and when activated, it outputs terms related to justification, rationale, or inquiry, indicating a focus on the concept of reasoning and its implications in various contexts.",1.0,0.0,7.07200017224531e-34,16.622266968509408
10,900,"the main thing this neuron does is find names associated with sports or public figures, specifically focusing on notable individuals, and outputs words related to organizations or media, suggesting a connection to prominence in sports and their representation in media narratives.",0.497,5030.0,0.8091954183402301,-0.06422561872914452
10,17243,"the main thing this neuron does is find references to specific companies or organizations, notably ""Measure Map"" and ""Cards Against Humanity,"" and then outputs words that generally relate to extensive, impactful, or complex concepts, suggesting a focus on significant interactions or themes in various contexts.",0.29600000000000004,7040.0,0.012325372425417739,-0.6095439340075373
10,27166,"the main thing this neuron does is identify phrases related to fighting or action, particularly in the context of sports or competition, and outputs a wide array of terms, many of which appear to be associated with battle-related themes or game mechanics.",0.54535,4546.5,0.004004078191227927,0.6507541632182965
10,8624,"the main thing this neuron does is identify mentions of scientific research, particularly related to the National Science Foundation, and then outputs a mix of transformation-related words and jargon, suggesting a focus on change and innovation in various contexts.",1.0,0.0,1.2167633355998793e-201,49.85269436511671
10,27300,"the main thing this neuron does is find phrases containing ""Which"" and ""that,"" indicating comparisons or statements of fact, and then outputs words related to summarizing, concluding, or linking ideas, suggesting a focus on clarifying relationships or implications.",0.36640000000000006,6336.0,0.11035222143227778,-0.4618842703868248
10,8757,"Neuron 4 is primarily triggered by the presence of the token ""To,"" and in response, it outputs a variety of tokens that appear to relate to movement, action, or key concepts within a context of operation or programming, suggesting it may be involved in indicating transitions or actions in a dynamic environment.",0.9990000000000001,10.0,3.3103660442423394e-32,12.995341263461988
10,14924,"the main thing this neuron does is identify the concept of ""all"" in various contexts, particularly when evaluating situations, and then outputs words related to seriousness, honesty, and fairness, reflecting a focus on truthfulness and reliability in contexts or cases.",0.4855,5145.0,0.5863123963515849,-0.12719817192005428
10,21878,"the main thing this neuron does is identify numerical and statistical references, particularly in relation to consumer data and analysis, then outputs terms associated with data tables and consumer products.",0.5,5000.0,1.0,0.0
10,5239,"the main thing this neuron does is find words related to the concept of 'final' or endings, and then outputs a mix of terms that are largely incoherent, with some relevant words related to prediction and analysis.",0.4855,5145.0,0.5863124354350355,-0.12298362756697279
10,4369,"the main thing this neuron does is find specific sequences related to the word ""ib,"" likely involved in a context of legal or ownership matters, and then outputs a wide array of seemingly unrelated tokens that do not share a clear theme or concept.",0.991,90.0,6.256046127918252e-64,3.289531687228582
10,10235,"Neuron 4 primarily identifies content related to news and alerts, particularly breaking news, and outputs terms that describe discrepancies, potential issues, or other related qualifiers, indicating a focus on critical or problematic situations within news contexts.",0.4955,5045.0,0.7658207853945895,-0.0889391556711712
10,9896,"the main thing this neuron does is identify the word ""So"" as a key trigger, and it outputs various terms that may serve as transitions or conversational fillers, often used to introduce statements or changes in topic.",0.8099999999999999,1900.0,1.3100387139426814e-05,0.28815727579122735
10,9242,"the main thing this neuron does is identify terms associated with errors or failures in coding or programming contexts, leading to outputs related to various programming languages, concepts, and issues prevalent in technology and software development.",0.4975,5025.0,0.8262064843112343,-0.06462863086989576
10,20265,"the main thing this neuron does is find references to fossil fuels in various contexts, and then it outputs related terms, emphasizing the environmental and industrial implications of fossil fuel usage.",0.9998,2.0,5.3068384374048876e-68,18.02822784900211
10,1319,"the main thing this neuron does is identify affiliate links and related policy terms, and then it outputs a mix of technical jargon and potential references to organized lists or arrangements, suggesting a focus on structure or documentation in online content.",0.4995,5005.0,0.9282872148296558,-0.031622776562159366
10,15562,"the main thing this neuron does is detect occurrences of the letter 'g' in various contexts, and then outputs a wide range of words and phrases that feature 'g', revealing its association with various themes, likely including communication and groups.",0.9996,4.0,3.2829374711450923e-18,18.820983486948663
10,1690,"the main thing this neuron does is locate phrases related to financial planning and Roth IRA usage, particularly in emergency contexts, and outputs terms associated with resource management and learning strategies.",0.8678,1322.0,6.144523964891487e-05,1.3673284585784078
10,24347,"the main thing this neuron does is find instances of usage involving the word ""in,"" particularly in contexts where it introduces clauses or phases, and then it outputs a variety of related tokens including numerous instances of ""the"" and other common function words that suggest it may be focusing on phrasing or syntactical structures.",0.8535,1465.0,0.00011765416187826868,0.9735947285854137
10,15235,"the main thing this neuron does is find the phrase ""what does"" in various contexts, and then outputs words that relate to existence, meaning, or significance, often questioning the relevance or importance of a subject.",0.9438,562.0,7.389499435636219e-19,2.746093875246203
