layer,unit,explanation,AUC,U1,p,MAD
40,1823,"Ideas for home improvement, especially those related to specific rooms or areas within a house",0.6616,3384.0,0.07840138917054555,0.09967792725429332
40,5557,"Discussions of a specific entity (Android M, gene SAMD12, Mewar festival, Tirupati theft case, Yule/Christmas) and related information",0.9154,846.0,6.036374622694649e-06,1.634948620537912
40,1516,"Travel, transportation, or movement of people or objects",0.5203,4797.0,0.8253902287206165,0.5697283853014855
40,364,"Food and drinks, sometimes with an emphasis on specific ingredients or dietary restrictions",0.936,640.0,2.0387791070464263e-06,2.7418285333520394
40,4808,"Sports team management, performance analysis, and game outcomes",0.36469999999999997,6353.0,0.14061427199906446,-0.4581292057744676
40,3612,"Health and medical benefits of avocado, alcohol and tobacco industry tactics, cooking recipes with shrimp and pesto, color testers and hex codes, professional ethics for land surveyors, gene expression analysis and normalization, customer reviews and their importance, coconut oil uses and benefits, media coverage and corporate influence, teriyaki chicken wings recipe, data analysis and visualization techniques, airline brand identity and logo design, reptile hemoparasite identification resources, herbal treatments for hemorrhoids, omega-3 fatty acids and fertility, baking trout recipe, cultural festivals and heritage, plant-based protein powder, and sleeping aids market analysis",0.9742000000000001,258.0,2.395160653372305e-07,2.9432037476161077
40,6364,"Automotive features, software versions, proper nouns, and conflicts",0.01230000000000001,9877.0,1.0795490154095252e-07,-2.7564029798686764
40,3515,"Sports teams, players, and competitions, or government officials and policies",0.014700000000000001,9853.0,1.245764188216172e-07,-1.904690365091599
40,556,"Medical procedures and treatments, legal cases and court proceedings, and religious events and figures",0.8924,1076.0,1.9153809963124583e-05,1.4835965301527736
40,183,"Work, career, services, programs, and locations",0.9456,544.0,1.2091578490245916e-06,2.279451639841301
40,3254,"Discussions of attacks or negative events, often with a focus on statistics or likelihood",0.008600000000000007,9914.0,8.645621026039616e-08,-3.4294347371037572
40,6067,US presidents and State of the Union addresses,0.9912,88.0,8.750382036173956e-08,4.623450435416986
40,3636,"Food recipes, and procedures related to handling finances, legal agreements, and political processes",0.6924,3076.0,0.03611818356975526,0.7988430101231072
40,1555,"Financial products and services, travel, or weight loss",0.32030000000000003,6797.0,0.05032021983204384,-0.4829124054148426
40,6106,"Features related to camera specifications, particularly shake reduction, and file types, especially RAW image format",0.9832,168.0,1.4112983113460763e-07,3.968528728780936
40,4244,"Religious, historical, or political events, dates, and locations involving influential figures such as Popes and prominent locations",0.8281999999999999,1718.0,0.00035010221077840404,1.007721433586868
